itemId,price,averageRating,totalReviews
377474276,2499000,4,6819
377474277,5499000,4,994
377642111,690000,5,8
378005102,15999000,5,1
378241350,3125000,3,1
378300638,350000,5,1
378303738,7483700,5,1
379216395,40000,4,7
379345017,3999000,4,1
379434212,11000000,5,1
379452361,16200000,5,4
379469947,7859000,5,18
379475816,17875000,5,2
379502772,3299999,5,1
381026166,140000,5,1
381209377,8695000,4,2
381630661,1995000,4,1
382150015,1499000,5,1
382772919,135900,3,1
383315210,5749000,5,1
383320485,1648000,5,1
383351486,5749000,5,2
383399945,7699000,5,2
383679451,9990000,5,1
384161011,2999333,4,22
384274693,10798000,5,4
384438692,1319000,1,1
384447965,2349900,5,1
384455477,2049900,5,3
385281033,4099000,4,25
385678185,16499000,5,1
386417725,2020000,4,29
387700605,1994000,5,5
387778756,6999000,4,12
388150667,11600000,5,2
388154709,6995000,5,2
389174442,1315000,5,10
389206117,3990000,5,1
389216525,3749000,4,1227
389238327,3515000,5,1
389242446,4300000,5,1
389491475,3175000,5,1
389682467,1080000,4,13
389705643,2040000,5,3
389746709,3725500,5,1
391024820,4080000,5,1
391889732,5749000,5,1
391894662,750000,4,4
391894844,740000,5,1
391897495,750000,4,3
392422502,569000,4,8
392444736,563000,5,2
392480709,3299000,4,4340
392482718,2399000,4,1022
392568977,14999000,5,1
392583812,10295800,4,13
392597006,14798800,1,1
392664354,3999000,5,8
392708165,1659000,5,1
392882412,2090000,3,4
392903126,9999000,5,1
394872378,8999000,5,4
396112006,4999000,5,1
396113513,4849000,4,5
396205866,4999000,4,3
398021819,1398000,5,2
398028345,9265700,4,1
398229871,8189000,5,5
398401356,6360000,5,2
398407486,3614900,5,1
398554225,859000,1,1
398919474,1175000,4,2
399133207,36500000,5,1
399153485,11025000,4,1
399425002,3050000,4,1
399449726,4999000,5,8
399548194,700000,4,2
401274195,4299000,5,3
401417798,10335000,4,3
401455737,3699900,5,1
401604579,2360000,4,21
401813429,3999000,5,5
401866133,3758000,5,1
401914576,3399900,5,1
401986456,1458000,4,1
402090758,4999000,5,3
402104567,4099000,4,13
402115049,2989000,4,47
402317728,575000,5,1
40339,3649000,4,6
4043115,1299000,4,13
405171480,9804000,4,9
405172355,7199000,4,85
405442444,4998000,4,55
405442445,10757500,4,27
405683579,3800000,5,1
405935160,1125000,4,8
405937061,1650000,5,3
405937289,1650000,3,8
405982918,2675000,4,5
406000820,13325000,5,1
406027477,3614500,1,1
406035261,3135000,5,5
406125481,1998000,5,6
406131157,4250000,4,1
406196959,8599000,5,1
406196960,5699000,5,24
406199794,9999000,2,2
406212809,725000,5,3
406300974,825000,4,2
406599857,1950000,5,6
406610328,1370000,5,1
406643650,1512000,4,2
406645419,1880000,5,8
406648321,1880000,5,1
406861089,1149000,5,1
406901610,16999000,5,1
406903539,850000,3,3
406925226,5638500,4,1
407001440,8700000,5,1
407008393,5950000,5,1
407020553,6299000,4,1
407164336,220400,4,6
407169747,999000,4,75
407193903,3699000,4,29
407282876,2099000,5,1
407406791,1599000,5,2
407523977,651000,4,5
407525806,835000,5,2
407526660,661000,3,2
407526773,722000,2,1
407530279,661000,4,3
407785733,4385000,4,1
408460598,19995000,5,1
408736993,5638000,5,1
408739048,1479000,5,1
409021953,850000,5,6
409156056,580000,5,1
409908844,5999000,5,6
411563109,8299000,5,2
411654869,16799000,5,1
411896894,4675000,5,1
411910842,5999000,5,1
412253295,1330000,4,6
412273008,345000,3,7
412274315,890000,4,26
412285977,3787100,5,1
412393296,1225000,4,7
412412470,5399000,5,1
412719768,8749000,4,10
412720643,5759000,4,11
412721587,4349000,4,41
412725324,3799000,4,28
412725325,4349000,3,19
412726236,5699000,5,8
412997418,5459000,5,1
413050051,8215600,4,5
413269912,3787361,4,35
413277911,4729000,5,1
413425025,3797300,5,2
413429025,3920000,5,1
413579359,525000,4,134
413898363,3600000,4,3
414198434,1999000,5,1
414344908,110000,5,2
414742012,7999000,5,1
414742098,3588100,4,155
414847921,10949000,5,1
415040076,245000,5,1
416181170,4619000,5,20
416255868,4650000,5,1
416298731,6699000,5,1
416720806,3959000,4,10
416723714,5770200,5,6
416725757,3650000,5,1
416730388,5888000,3,4
416773588,3300000,5,1
417096236,2190000,5,28
417097779,135000,5,2
417203839,535400,3,2
417455833,15899000,5,1
417475845,5630000,5,1
417495655,8999000,5,1
417516572,11999000,5,1
418057905,1300000,5,2
418256882,11999000,4,1
418277933,14999000,5,1
418282326,1475000,5,2
418414397,1250000,5,1
418415101,2100000,4,1
418562944,4518000,4,3
418719258,1449000,4,28
419078113,855000,4,34
419082072,699000,4,13
419313878,4150000,5,1
419320884,1799000,4,564
419969623,929000,4,61
419970560,929990,4,285
420161890,929990,4,50
420171250,929000,4,174
420810754,3999000,4,407
420811731,1849100,4,515
421355228,4999000,5,2
421363590,5000000,4,24
421698655,3664900,5,1
421707932,1249900,5,2
421925893,850000,4,365
421926010,1799000,5,2
421942862,1549000,4,126
422421982,808000,5,2
422443102,6000000,5,1
422506912,98000,5,1
423326598,1465000,5,3
423570825,1979000,4,183
423615405,12999000,5,1
423618976,13399000,5,1
423751201,4099000,5,14
424097311,2599000,5,1
424448477,38000,5,2
425031542,795000,4,9
425039619,3599000,4,11
425258538,14810000,5,2
425345394,1949000,5,1
425346848,9670000,5,1
425367556,4699000,5,1
425851676,15855000,5,1
426352509,9670000,5,1
426671958,240000,3,4
427473953,1890000,4,11
428575274,2749000,4,8
428602132,2199000,4,11
428828259,1880000,4,13
430076876,4175000,5,1
430094145,14599000,5,2
430802773,3849000,4,13
430873670,14499000,4,1
431677853,8499000,5,1
432597703,3920000,5,1
433366698,669000,4,27
433368705,649000,1,2
433371647,584000,3,6
433403000,669000,4,19
433407678,591000,1,2
433481427,1725000,4,26
433486840,4750000,4,19
433502388,3787100,5,4
433788076,3415000,5,1
434059134,2663000,5,1
434193789,1150000,4,9
434226245,280000,5,2
434663915,35000,5,2
434975111,30000,4,12
436414605,25499000,5,1
436660419,5373000,4,1
436707341,34000,4,2
436707547,1699000,5,1
436723046,1099000,4,4
436730967,6399000,4,21
436736773,6425000,5,9
436742502,6899000,5,3
437325932,1194900,5,6
437339772,2205000,2,6
437812500,3899000,5,2
437815642,3999000,5,3
437854561,5765000,5,1
438643832,12802600,5,1
438655154,12999000,5,1
439110939,1919900,5,7
439125224,1314900,4,4
439142140,1418900,4,183
439429329,1884900,5,17
439632965,731600,3,5
439633870,378900,4,8
439636860,1010200,5,2
439637768,894500,2,5
439644402,998200,4,12
439647239,746700,4,2
439776977,1149000,4,33
439810245,750000,3,2
439886332,2399000,4,17
440618079,65000,5,1
441225759,575000,4,4
441423613,4399000,5,2
441575190,3799000,3,3
442019093,11999900,5,1
442022971,6799000,4,2
442303547,4950100,4,81
442309239,3475000,5,1
442749079,4499000,5,1
443689464,3793700,5,1
444113360,5599000,4,84
444790851,9499000,5,2
444830569,9099000,2,1
445020202,1570000,2,4
445116078,3787100,5,1
446002578,2468900,5,10
447662420,3150000,5,1
449532593,1290000,5,3
449550057,21076400,5,1
449606916,2596700,2,2
450300476,16750000,5,1
450376931,3609000,5,1
451256091,88000,5,1
452644732,14050000,5,1
452714093,3595000,5,1
453112428,1348900,4,11
453572815,3160000,4,2
455818916,3598000,5,1
455987000,3945000,5,3
455994066,1790000,4,3
455996884,4099000,5,1
456030028,3945000,5,2
457240035,3604053,3,3
458774097,3699000,5,1
458880687,12499000,5,1
459462460,1848999,5,4
459976170,7730100,1,1
460200306,7351300,4,1
461142794,5357010,5,1
461530618,13135000,5,1
462914515,13550000,5,1
462952668,12249000,4,4
462956606,13900000,5,1
463072866,3575000,5,1
464420101,3165000,5,2
465072867,250000,4,25
465172969,30000,2,1
465286124,69000,5,1
465396677,364000,5,1
466114939,4115000,5,2
466114940,4449000,4,8
466140285,3899000,4,28
466146105,8113800,3,1
4667809,3030000,5,1
467902459,3604053,5,1
467926903,5905416,5,2
467934159,4876000,4,5
467934475,7127000,5,1
467974289,3787361,5,5
469588059,1969000,4,105
469596142,3799000,5,3
471084605,1100000,5,2
4715421,1674500,5,2
472058858,1349900,5,4
472510871,3300000,2,1
472530805,4300000,5,1
472712559,7999000,2,1
472978672,2167500,5,12
473080830,4020000,5,2
477544233,1480000,4,7
478798608,12455000,5,1
480268958,2024900,4,10
480270305,1894900,4,228
480274479,1894900,4,99
480276586,2149900,5,2
480874569,3787269,5,1
481558391,2237400,3,16
483520744,3200000,5,2
483550545,3603800,5,2
483712279,7126000,1,1
483854642,7565000,4,3
4848888,1625000,4,1
486682055,4049564,4,9
486766569,4048233,5,3
487234950,960000,5,1
487262428,775000,4,31
487388679,2348900,4,57
487888581,2699000,4,830
487908331,4499000,4,17
488054334,3603800,4,33
488056458,3593000,5,1
488772222,2550000,5,1
489150795,7659000,5,1
489244383,5499000,5,2
489644424,175000,2,1
489954465,4145000,5,1
489964059,3603800,5,1
490672198,3994000,5,1
490726617,3665000,5,1
490748248,3450000,5,1
490814515,7125000,5,2
491702220,2168000,4,7
492256424,3441900,5,2
492562109,6399000,5,4
492892256,1399000,4,4
493832846,715000,5,3
494188120,1929900,5,3
494794100,1299000,5,1
495014279,3699000,4,25
495446503,850000,5,1
496042500,3750000,5,1
496130708,1999900,5,3
497476665,1888900,4,23
497486994,4144500,5,2
497494448,2530000,3,3
497578360,2475000,4,10
497792471,4499000,4,20
497966243,1398900,5,1
497996471,3799900,4,1
498284285,5949000,5,1
498312338,2895500,4,16
498408088,3500000,4,20
498632435,4279000,5,1
498642205,3499000,4,3
498662781,1474900,5,22
498674828,1949900,5,5
498724741,5424900,5,1
499142706,3119000,5,1
499652935,599000,5,1
500290027,2911000,3,3
500436740,1195000,5,1
500834551,599000,5,1
501128365,2899000,5,1
501188177,7236500,1,1
501932953,7618000,5,1
503088322,11499000,5,1
503104994,8499000,5,3
503144002,8499000,4,18
503376555,1595000,4,117
50350,4999000,5,1
504138579,3549900,5,3
504508002,2799000,5,1
504528227,4065000,5,2
504926620,10960000,5,1
505038512,3515000,4,4
505050414,3415000,5,8
505870909,5700000,3,1
506104673,1594900,5,6
507278699,6141300,4,2
507330780,11121000,5,1
507478341,699000,5,2
507502923,8499000,5,2
507524067,15949000,5,1
507614182,8299000,5,1
508016499,1925000,5,8
508120652,4890000,5,1
508130554,4099000,5,1
509094083,5589000,5,1
509820892,2035000,2,2
510130812,6699000,4,2
510154228,9188000,5,1
510238709,1999900,5,4
510298639,4050000,5,5
510332047,1549000,4,105
510488945,88000,2,1
510702872,3599000,5,3
510718294,3799000,4,13
510722268,3859000,4,13
510724181,3749900,4,8
510832807,1059000,5,16
511736611,4999000,4,55
512118239,4750600,5,1
512604347,8100000,5,24
512674789,3741000,5,1
513514148,1059000,5,5
513672351,3189000,5,3
514130703,11390000,5,1
514178069,5735000,5,1
514272252,1249000,4,61
514376357,825000,5,1
514890728,7940000,3,3
515130734,1699000,5,1
515144163,7699000,4,3
516492812,5025000,5,1
517400880,5500000,5,4
519026699,1357000,5,1
519682104,7125000,5,1
530346510,14595000,5,1
531148148,2428700,2,1
537219000,7999000,5,1
537878723,8999000,3,1
538480569,170000,4,13
538656737,4499000,5,1
539556441,2218900,3,6
539658211,5799000,4,43
540196593,730000,5,3
540220097,730000,5,1
542378868,1828000,5,1
542386085,1148999,4,16
542408104,1968999,5,1
542414028,1844900,5,1
543294608,1858000,5,5
543324461,1858000,5,3
544284736,1099000,4,151
546512304,620000,5,1
546684312,14799000,2,1
547756298,1275000,4,4
548496497,5965000,4,5
548616996,7999000,5,2
548642528,5849000,4,7
548726927,8649000,5,8
548728868,8549000,5,3
548738644,19999000,5,1
548740640,8556800,4,1
548740642,10779700,5,1
548756174,6699000,5,9
548956849,1205000,5,15
549006236,12499000,5,2
549132671,35000,4,55
549608135,1495000,5,4
549734841,5545900,4,9
549752472,5578400,4,2
549764335,1849000,4,7
549956966,1894900,4,126
550000146,8045000,5,1
550294230,3399000,5,2
550540835,1885000,5,1
551148765,4200000,5,1
551414068,5075000,5,2
552290986,60000,4,8
552318384,8145000,5,1
558344558,8235000,5,1
559090821,6507100,5,1
559724835,330000,5,1
560546960,930000,4,5
562304431,7985000,5,1
562628583,9988000,5,1
562864571,3698000,5,4
562874333,2149000,5,16
562878199,1199000,4,29
563366202,4089000,5,1
563482804,7449000,5,1
563524622,13349000,5,2
563558310,6559000,4,5
563778338,1575000,4,67
565478606,2349000,5,20
565530337,1895000,4,7
565736930,8099000,5,1
565812336,10599000,5,1
565826495,10599000,5,1
568172851,8699000,5,2
568182560,6999000,5,1
568184600,1849000,4,51
568184660,2499000,4,527
568190318,3400000,4,23
568192321,4511500,5,2
568196114,1948000,4,67
568198087,7656500,4,4
568282561,8699000,5,2
568298144,8699000,4,5
569778546,1929900,5,1
571292262,3899000,4,3
571296099,1729000,4,222
571900699,11958000,5,1
572006752,240000,2,2
572032133,245000,3,2
576348492,4199000,5,1
576948925,2205000,5,1
576986969,3515000,2,1
577960836,10699000,3,2
579362995,7175000,5,1
580214441,3000000,5,17
582194152,26930000,5,1
5827303,2500000,5,1
583826,17590000,1,1
586338859,6499000,5,1
586742635,6499000,5,4
586762119,6499000,4,4
590764507,10077200,4,1
590860509,3435000,5,1
591368142,3430000,5,1
593188900,310000,5,1
593490187,37650000,5,1
594476995,10949000,5,1
595108578,5695000,5,1
597660796,16675000,5,1
598518475,1498000,5,1
598978407,1734000,1,1
600536307,5059000,5,3
600604541,4499000,5,8
600672806,4499000,5,1
6028451,1799000,2,3
6030023,3500000,3,1
604068128,4548000,4,20
604182668,6315000,5,1
604984685,1994000,5,1
605036322,3746000,4,2
605066486,1358000,5,1
605608446,2911000,5,1
6068,30737000,5,5
6070,36887000,4,9
607290631,1349000,4,45
608332585,32000,5,2
609322824,1225000,4,12
609418970,1922000,5,7
609460300,1922000,5,1
609486056,3299900,5,4
610644107,1729900,5,1
613498746,11999000,5,1
6153189,15999000,4,1
615988593,19495000,5,1
616556730,5562000,4,4
620700001,8499000,4,38
620878198,6499000,4,48
620958293,11999000,4,19
621150745,2499000,4,22
624554185,3515000,5,1
625926315,2408000,2,1
626004370,23999000,4,3
626100789,3210000,5,8
626258385,849500,3,2
627428072,2530550,3,4
630438294,2168000,1,1
630656918,787800,4,3
631040191,787800,5,3
631086006,860800,5,1
631100258,1999000,5,1
631162031,1399000,1,1
638088532,2530500,5,1
638580644,629000,4,21
640364374,810000,5,1
640366149,700000,4,4
640698414,1099000,1,1
641198929,8500000,5,1
642030996,894200,2,1
642068184,2163000,3,3
642170101,1993999,5,1
642228243,899000,5,1
642292597,1299000,5,3
643452204,2255714,4,22
643552349,2255714,5,2
643622933,5799000,5,1
644460746,5295000,3,2
6451134,4500000,5,1
6455209,1302900,5,1
647178345,5665000,5,1
648108764,655000,5,5
651014459,2046000,4,22
651058448,1180000,5,1
653502616,1599000,5,1
653532197,2599000,5,1
653718473,1575000,5,4
655674362,5729000,5,1
655882466,42999000,5,1
662638052,54300,5,1
662982710,4199000,4,6
663192861,729000,4,7
663246504,10591000,5,1
663414745,629000,5,1
663522199,1080000,5,1
664976620,2349000,5,2
666696579,4377800,5,1
667634930,1799000,5,1
667770074,2699000,4,6
667778222,3099000,5,9
668226467,1390000,4,9
668556606,2941900,5,1
669332081,5749000,4,1
671042292,1498900,5,1
671908939,2080000,5,2
672244710,4099000,5,1
673994525,2149000,5,1
675656033,2500000,1,1
676156794,2698500,5,1
676376221,2500000,5,1
678090203,2047000,5,1
679036166,2049000,5,1
682228809,3378000,5,5
682374051,6499000,5,3
682388673,6499000,5,1
682648376,4250000,5,1
684566827,4299000,5,1
686040216,3949000,3,1
686076710,5149000,5,1
686300432,3535000,5,1
687214481,23995000,5,1
687840070,13825000,1,1
688722328,29000,5,1
690592567,1849000,5,1
691072508,2525000,5,1
691244033,6750000,5,1
691450207,2535000,5,1
692924279,6754000,5,1
6949040,4450000,4,1
695080795,6899000,5,1
697212457,3565000,5,1
698954800,4149000,2,2
699466684,3300000,2,1
700890407,6374051,5,1
702174036,7575000,5,1
702254981,12930000,5,1
7041731,30499000,5,1
706346706,10500000,5,1
706700032,2168000,3,1
708620780,1050000,4,1
7238691,4300010,4,1
7246767,2795000,4,5
7248400,3468000,5,1
7248403,5699000,1,2
7650633,6057001,5,1
7650757,2598000,2,6
7654041,1875020,4,4
7654151,2708400,5,2
7699563,3882001,5,1
7705369,2200000,5,1
7713375,4295000,4,6
779767,3699000,5,1
779769,3199000,4,15
7798858,31999000,5,1
7798859,29999000,5,1
7809445,4500000,5,1
7809446,4500000,2,2
7883195,4925000,3,6
7890156,4649000,3,1
7890597,7649000,5,1
7909058,3535000,3,1
7911295,5200000,5,1
7923089,10799000,5,1
7939218,2229028,1,1
7954295,2556000,5,1
8128127,3619000,5,1
8188260,6720000,5,2
8280209,3200000,5,1
8544350,3592010,5,1
857971,18000000,5,1
8656947,3984000,3,3
8664276,5615000,5,1
8664776,16229000,5,1
8700883,7784000,4,2
8702520,10068000,5,1
8724073,1199000,5,2
874545,2000000,5,1
8844513,4683000,5,1
9017944,28599000,5,1
9019387,6149000,5,1
9092536,275000000,4,173
9102603,820000,4,3
9102699,920000,5,2
9467880,1590000,5,1
9467887,1990000,4,12
9467898,4590000,1,1
9467899,1990000,4,2
9548087,4790000,5,1
9548767,1590000,4,2
100002528,2499000,4,8
100003785,3788000,3,3
100004132,3850000,3,2
100004505,1275000,3,11
100005037,3984100,5,1
100006860,55800,4,2
100007498,8132000,5,2
100010722,1990000,4,10
100010745,3190000,4,7
100015720,8000000,3,8
100024235,1800000,3,3
100027053,198220,5,1
100027616,209880,5,4
100030605,271688,5,1
100034104,124000,4,91
100034117,126000,2,1
100036366,1149000,4,54
100038665,4200000,3,3
100042741,79000,2,6
100047783,105000,5,1
100055947,235800,4,17
100072071,7725000,2,1
100086255,2349000,4,6
100087269,5700000,4,2
100125285,95000,4,29
100125294,190000,4,10
100125304,65000,2,10
100125311,65000,2,8
100133210,165000,3,3
100139725,130000,3,2
100154846,780000,4,3
100154897,1250000,5,1
100184344,2290000,2,2
100191938,3050000,3,23
100191956,2290000,5,1
100192021,2629000,1,4
100198730,95000,2,1
100216044,1825000,4,7
100235496,40000,5,2
100235739,1195000,4,26
100268501,11999000,5,2
100309395,7888000,5,8
100344408,1249000,2,4
100347655,75999,5,4
100356012,44999,4,28
100363390,120000,3,7
100363400,114000,4,3
100363874,3948000,4,10
100363934,11999000,5,2
10041426,173600,5,5
10041478,39900,4,6
100551647,87000,3,1
100570199,3053900,3,1
100623310,58900,4,6
100623324,59900,4,6
100630566,102000,4,8
100645246,1945000,4,8
100671263,1458000,5,3
101118955,2995620,2,3
101119036,2001325,3,1
101207851,55000,2,2
101257301,3665000,4,3
101431744,8299000,5,1
101457364,92000,3,6
101460895,157000,5,1
101479369,55000,4,28
101479371,65000,4,49
101479372,113000,5,1
101479374,70000,4,4
101479375,90000,5,1
101479376,142000,4,2
101479377,268000,5,2
101479379,90000,4,15
101479380,90000,5,2
101523246,389000,5,2
101528155,7720000,4,9
101533221,6450000,4,1
101535545,115000,3,1
101536686,115000,4,2
101624778,8500000,5,1
101656268,4599000,5,1
101663114,1890000,2,8
10171688,3553000,3,1
101865238,3699000,4,1
101865480,5987000,5,1
101896826,120000,5,1
101927547,6498000,5,1
101932491,3948000,4,2
101982527,2897500,3,1
102072694,5750000,3,3
102076465,5572000,5,2
102080559,5571000,5,4
102086307,11000000,5,1
102134872,60000,4,11
102135800,72900,5,1
102155833,2500000,4,5
102157473,6599000,3,1
102160249,6300000,5,2
102185555,35000,5,1
102233073,7515500,4,3
102239569,5200000,2,3
102243666,100500,3,2
102290727,97000,4,2
102400921,4375000,3,1
102403585,7335000,4,3
102408427,4975000,4,19
102413248,6370000,4,1
10245840,6057000,5,1
102494885,1200000,5,1
102499106,1250000,3,40
102516961,206036,5,1
102596349,21000000,5,2
102602911,1675000,3,14
102604520,1700000,5,3
102605803,2012000,5,1
102619776,7000000,5,1
102686573,16999000,5,1
10274414,7780000,4,12
102744286,1850000,4,6
10274903,11555000,4,30
102773259,210000,5,2
102976994,11999000,1,1
102990498,7800000,4,2
103009081,6500000,5,4
103041569,4450000,2,1
103065965,6442500,1,1
103066893,6455000,4,2
103081597,14488000,5,1
103086690,7999000,1,2
103113431,67000,5,1
10314794,169000,2,1
103250994,3799000,5,1
103374024,65000,4,1
103374033,7699000,5,1
103377776,79400,4,505
103377785,145300,4,16
103610444,2199000,3,4
103630903,307000,4,2
103956973,90061,4,71
103957314,90061,5,1
103957559,148029,4,51
103983495,1470000,4,3
104107031,4820001,3,4
104107882,6160000,4,2
104200083,85000,5,1
104239092,55000,2,3
104246946,200000,5,1
104246948,350000,5,1
104247455,350000,5,2
104250465,52223,4,70
104255653,85000,3,2
104262130,53699,4,37
104262914,111667,4,20
104263086,45267,4,17
104263123,44213,5,2
104263422,72459,4,15
104263446,55807,4,18
104263539,59179,4,67
104263613,134854,5,3
104263637,79521,4,35
104263931,63711,4,77
1043227,6150000,5,2
104489206,200000,4,2
104498563,350000,5,1
104683820,1615000,5,1
104683899,84000,5,1
104688499,6999000,3,1
104926096,4050000,4,1
105072308,77000,4,5
105077136,2150000,4,4
105103089,1524900,3,13
105103891,2550000,2,1
105614057,700000,2,4
105770076,3799000,1,1
105930432,45000,4,11
105993478,1258000,4,10
106068219,99899,2,7
106118865,1190000,5,1
106153673,69400,3,2
106176697,30000,3,27
106202930,2175000,3,15
106276900,69000,5,2
106277037,59000,4,3
106302407,5724000,4,1
106313399,99000,5,2
106381329,10000000,1,12
106412031,40000,4,17
106595850,1998000,4,12
106595919,1258000,5,2
106595922,1398000,3,1
106595990,7999000,5,1
106701982,83000,4,8
106761113,3990000,5,2
106761424,5590000,5,1
106795112,11999000,4,2
106852893,5920000,5,1
106864295,97900,4,69
106940538,130000,2,1
107541061,89000,5,1
107541080,42900,3,2
107541114,51900,4,2
107548056,6999000,4,6
107631278,270105,5,1
107856650,39000,3,19
108076010,7200000,3,1
108083035,2790000,5,2
108253226,6873700,5,3
108255083,5999000,2,5
108404196,8800000,1,2
108468276,79000,1,1
108488716,3599000,5,3
108710879,5299000,5,3
108831542,7906000,5,2
108854604,200000,1,4
108886997,3399000,5,1
10923005,50800,4,263
10935855,98000,4,9
10939240,599000,4,19
109471537,25190000,5,1
109545110,3349000,5,1
109550524,7199000,5,1
109552110,5554000,5,1
109669519,3999000,3,1
109669579,3999000,1,1
109836724,101500,5,2
109853449,113000,4,42
110186262,79000,5,1
110191682,43500,5,4
110191943,43500,4,20
110194218,54500,4,11
110195535,46500,5,9
110195833,46500,5,6
110195979,60500,5,1
110196070,107500,5,1
110270853,148000,5,10
110292878,18500000,5,2
110295757,69700,4,39
110295909,86600,4,188
110296085,158000,4,48
110433728,5600000,5,3
110505477,390000,5,2
110506135,340000,5,2
110508546,365000,3,5
110566628,3552900,5,3
11059034,3200000,3,2
11060288,2099000,4,8
110630219,72000,4,2
110631137,95000,1,1
11076416,8000,4,4
11079867,109900,2,7
11080008,98900,3,2
11080048,70000,2,8
11085289,54000,4,12
11085356,79000,4,8
11089858,8499000,4,1
11112670,382400,5,1
11112672,348640,5,2
111181933,90000,4,1
111217500,1490000,5,1
111217503,2200000,3,3
111217514,2000000,5,1
111304588,74329000,4,3
111475276,40000,2,1
111477098,74000,4,46
111529888,165000,5,1
111559423,3550000,5,1
111568693,2175000,2,43
111593559,4583500,5,1
111603330,189000,5,1
111603750,210000,5,1
111630530,59345000,4,15
11166711,120000,4,1
11167030,95000,4,1
11167031,120000,5,1
11167612,125000,2,2
11169281,185000,5,1
111697267,40000,3,3
111702245,5499000,4,1
11175321,3695500,5,2
111762994,11000000,5,1
112000186,49000,3,11
112002447,2999000,3,9
112034154,5500000,5,1
112081646,1315000,4,1
112128450,21500000,5,1
11215648,7075000,4,8
112168188,2350000,4,3
112169133,3750000,5,3
112171590,2500000,5,1
11233332,3990000,4,2
112345738,125000,5,1
112422918,2677500,5,1
112446646,1750000,4,16
112452707,65555,4,4
112463434,33111,3,85
112539378,2399000,4,2
112575246,4553000,5,2
112579977,7763000,3,1
112583744,18111,3,16
112609680,2999000,3,2
112621580,475000,5,1
11262644,2599000,4,27
112803054,3100000,5,1
112805465,3200000,5,1
112810593,5518000,3,3
11285198,809000,5,3
112866235,70000,5,1
11309328,5300000,5,1
113265588,3999000,5,4
113280533,85000,2,24
11328671,98000,5,6
11328713,94000,4,262
11328821,51500,5,3
113446818,159900,5,2
113456438,160000,5,5
114010489,93636,3,2
114022164,1900000,3,15
11409620,250000,5,1
11495505,100000,4,1
11502352,2254000,5,2
11515524,89000,1,1
11515558,77000,2,3
11549405,5699000,1,1
11549503,65000,5,1
11549886,65000,4,1
11549933,4559000,4,2
11550979,3599000,2,1
11656374,3699000,5,2
11678101,75000,4,6
11678157,125000,4,12
11678180,83000,4,32
11678817,86000,4,14
116868,150000,5,1
11701303,205000,5,1
11702693,175000,5,1
11702818,225000,5,1
117225,65000,4,593
117282687,5247700,4,1
117488518,5374000,3,1
117494449,16200000,5,1
117495168,2150000,3,6
117862395,14199000,5,3
118083411,5580000,3,3
118132500,14999000,1,1
118146188,58000,4,2
118389252,16495000,5,1
118395996,999000,5,1
11890839,100000,4,4
119032895,195000,1,1
119032972,188000,3,9
11906507,49000,3,15
119244473,20299000,5,1
119508433,3860000,2,1
119519885,80000,5,1
11989520,64000,5,2
11989642,45000,5,1
120130178,4545000,4,5
120661684,66000,1,1
120662278,27000,5,1
120662686,45000,4,7
120849562,18999000,5,1
120850831,23000000,4,1
121052459,77000,5,1
121218859,20390000,5,2
121235663,3999000,4,1
12125850,243000,2,15
12126005,243000,2,11
121265381,5299000,3,2
121339042,7350000,5,1
121478672,4860000,4,7
121497565,8999000,5,1
121640851,41000,5,1
121786772,5294200,4,1
121803728,61500,4,33
121804031,41990,4,169
121916877,107000,1,1
122098705,5599000,5,1
122143383,97000,4,2
122144862,27000,4,3
122217454,135000,4,4
122245115,2575000,5,9
122286945,52000,2,7
122290075,85800,5,1
122297121,67000,1,1
122514023,75000,3,3
122563623,2490000,4,19
122577428,65000,1,1
122584196,3250000,5,1
122824731,20999000,5,1
122854482,775000,4,36
122883344,95000,5,1
123382818,68981,4,36
123585991,87500,3,8
123586249,13650000,4,14
123586853,83500,5,3
123646119,175000,5,2
123661186,2800000,4,2
123668394,24500000,1,1
123672084,12901000,4,10
123734044,5379000,5,1
123820055,5665000,5,2
123850156,37500,3,2
123900212,3999000,4,2
123929949,11729000,5,2
124123539,850000,3,5
124125211,950000,4,1
124125861,13650000,5,1
124162163,9999000,4,1
124284425,5000000,5,1
124326019,3665900,5,4
124460787,18980000,5,2
124460945,26500000,5,1
124534150,28000000,5,1
124594070,65000,3,2
124651691,27000,3,12
124652487,58500,1,1
124706077,17111,2,16
124708335,23111,3,25
124777713,40000,5,2
124778288,45000,1,1
124824527,4490000,5,3
124942468,7299000,5,3
125061781,175000,5,1
125414057,4965000,5,1
125467397,3585000,3,4
125476607,6365000,5,1
125517237,3770000,5,1
125764361,40000,5,1
125853450,43900,4,21
125854900,44900,4,36
125855472,69000,4,14
125878269,85000,2,25
125963888,130000,3,3
126065783,300000,5,1
126089602,40000,4,1
126304304,5710001,4,2
126324959,9500000,5,1
126380774,145000,5,1
126399527,234900,5,2
1264492,25600,5,1
1264585,69200,5,1
126473864,65000,1,5
126476678,3499000,1,1
1265060,51000,4,1
1265241,14900,3,15
1265749,46300,5,1
126587508,1499000,4,8
126649734,59000,5,3
126667478,6620000,5,1
126721307,16350000,4,7
126721425,17450000,5,1
126783815,19000000,4,2
126930604,69000,1,1
126966043,1700000,4,2
126983389,120000,4,29
126983466,241500,4,9
127039596,3159000,4,3
127205978,69000,1,1
127295827,3470000,1,1
127708283,2500000,5,1
